Verb,Full Sentence,SUBJ,OBJ,Q1: Has Object been hurt or weakened in some way?,Q2: Has Object been helped or supported in some way?,Q3: How do you think that the Object feels about the outcome?,Q4: Do you think that anyone values Object?,Q5: How Object Feels About Subject?,Q6: How do you/reader feel about the outcome?,Q7: How a Reader Feels About Object?,Q8: How a Reader Feels About Subject?,Q9: Has Subject been hurt or weakened in some way?,Q10: Has Subject been helped or supported in some way?,Q11: How do you think that the Subject feels about the outcome?,Q12: Do you think that anyone values Subject?,Q13: How Subject Feels About Object?,Q14: How do you think that the Writer feels about the outcome?,Q15: How the Writer Feels About Object?,Q16: How the Writer Feels About Subject?
hate,her <span style='color:#0000CD'>husband</span> <u>hate</u> <span style='color:#006400'>her</span>.,husband,her,1,1,0,1,0,0,0,0,1,1,0.5,1,0,0,0,0
hate,a <span style='color:#0000CD'>woman</span> will <u>hate</u> the <span style='color:#006400'>man</span>.,woman,man,1,-1,-1,1,-1,-1,0.5,-1,-1,-1,-1,1,-1,-0.5,0.5,-0.5
hate,a <span style='color:#0000CD'>woman</span> will <u>hate</u> the <span style='color:#006400'>man</span>.,woman,man,-1,-1,0,-1,0,-0.5,0,0,-1,-1,-1,-1,-1,-0.5,-0.5,0
hate,<span style='color:#0000CD'>men</span> <u>hate</u> the <span style='color:#006400'>light</span>.,men,light,-1,-1,0,1,0,-1,0,0,-1,-1,-1,1,-1,-1,0,0
hate,<span style='color:#0000CD'>men</span> <u>hate</u> the <span style='color:#006400'>light</span>.,men,light,-1,-1,0,1,0,-0.5,0,1,1,-1,-1,1,-1,-0.5,0,1
hate,<span style='color:#0000CD'>men</span> <u>hate</u> the <span style='color:#006400'>light</span>.,men,light,1,-1,0,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
hate,a <span style='color:#0000CD'>man</span> <u>hate</u> the <span style='color:#006400'>idea</span>.,man,idea,1,-1,0,-1,0,-0.5,0,0,-1,-1,-1,1,-1,-0.5,0,0
hate,a <span style='color:#0000CD'>man</span> <u>hate</u> the <span style='color:#006400'>idea</span>.,man,idea,-1,-1,0,-1,0,-0.5,-0.5,0,-1,-1,-1,-1,-1,-0.5,-0.5,0
hate,a <span style='color:#0000CD'>man</span> <u>hate</u> the <span style='color:#006400'>idea</span>.,man,idea,-1,-1,0,1,0,0,0,0,-1,-1,-1,1,-1,0,0,0
hate,a <span style='color:#0000CD'>woman</span> <u>hate</u> <span style='color:#006400'>him</span>.,woman,him,1,-1,-1,1,-1,-1,-0.5,-0.5,1,-1,-1,1,-1,-1,-0.5,-0.5
hate,a <span style='color:#0000CD'>woman</span> <u>hate</u> <span style='color:#006400'>him</span>.,woman,him,1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,-1,0,0
forget,the <span style='color:#0000CD'>reader</span> will have <u>forgotten</u> the <span style='color:#006400'>incident</span>.,reader,incident,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,-1,-0.5,-0.5,0
forget,the <span style='color:#0000CD'>reader</span> will have <u>forgotten</u> the <span style='color:#006400'>incident</span>.,reader,incident,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
forget,the <span style='color:#0000CD'>man</span> <u>forgot</u> <span style='color:#006400'>fire</span>.,man,fire,-1,-1,0,1,0,-0.5,0.5,0.5,1,-1,-1,1,0.5,-0.5,0.5,0.5
forget,the <span style='color:#0000CD'>girl</span> <u>forgot</u> her <span style='color:#006400'>work</span>.,girl,work,-1,-1,0,1,0,-1,-1,1,1,-1,-1,1,-1,0,-0.5,1
forget,the <span style='color:#0000CD'>girl</span> <u>forgot</u> her <span style='color:#006400'>work</span>.,girl,work,-1,-1,0,1,0,-1,-0.5,0.5,1,-1,-1,1,-0.5,-0.5,-0.5,0.5
forget,her <span style='color:#0000CD'>friend</span> has <u>forgot</u> <span style='color:#006400'>her</span>.,friend,her,1,-1,-1,1,-1,-1,-0.5,-1,-1,-1,-1,1,0,-0.5,-0.5,0
forget,the <span style='color:#0000CD'>child</span> <u>forget</u> <span style='color:#006400'>him</span>.,child,him,1,-1,-1,1,-1,-0.5,-0.5,-0.5,-1,-1,-0.5,1,-1,-0.5,-0.5,0
forget,a <span style='color:#0000CD'>woman</span> will <u>forget</u> her <span style='color:#006400'>child</span>.,woman,child,1,-1,-1,1,-0.5,-1,1,0,1,-1,-1,1,0.5,-0.5,0.5,-0.5
forget,a <span style='color:#0000CD'>woman</span> will <u>forget</u> her <span style='color:#006400'>child</span>.,woman,child,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1
forget,a <span style='color:#0000CD'>woman</span> will <u>forget</u> her <span style='color:#006400'>child</span>.,woman,child,1,-1,-1,1,-1,-1,0,-1,1,-1,0,1,0,-1,0,-1
forget,the <span style='color:#0000CD'>maiden</span> <u>forgot</u> her <span style='color:#006400'>fear</span>.,maiden,fear,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
forget,the <span style='color:#0000CD'>maiden</span> <u>forgot</u> her <span style='color:#006400'>fear</span>.,maiden,fear,-1,-1,0,-1,0,1,-1,1,-1,1,1,1,-1,1,-1,1
forget,the <span style='color:#0000CD'>maiden</span> <u>forgot</u> her <span style='color:#006400'>fear</span>.,maiden,fear,-1,-1,0,-1,0,0.5,-1,1,-1,1,1,1,-1,0,0,0
forget,the <span style='color:#0000CD'>gentleman</span> will <u>forget</u> the <span style='color:#006400'>affair</span>.,gentleman,affair,-1,-1,0,-1,0,0.5,-0.5,0.5,1,-1,-0.5,1,-0.5,0.5,-0.5,0.5
forget,the <span style='color:#0000CD'>gentleman</span> will <u>forget</u> the <span style='color:#006400'>affair</span>.,gentleman,affair,-1,-1,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0
compose,a <span style='color:#0000CD'>poet</span> <u>composed</u> a <span style='color:#006400'>poem</span>.,poet,poem,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,0.5,0.5
compose,the <span style='color:#0000CD'>regiment</span> <u>composed</u> the <span style='color:#006400'>reserve</span>.,regiment,reserve,-1,1,1,1,1,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
compose,the <span style='color:#0000CD'>regiment</span> <u>composed</u> the <span style='color:#006400'>reserve</span>.,regiment,reserve,-1,-1,-0.5,1,-0.5,0,-0.5,0,-1,-1,0,1,-0.5,-0.5,0,-0.5
compose,the <span style='color:#0000CD'>regiment</span> <u>composed</u> the <span style='color:#006400'>reserve</span>.,regiment,reserve,-1,1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0.5,0.5
compose,the <span style='color:#0000CD'>whole</span> <u>composed</u> an <span style='color:#006400'>army</span>.,whole,army,-1,1,0.5,1,0,0.5,0.5,0.5,-1,-1,0.5,-1,1,0.5,0.5,0.5
compose,the <span style='color:#0000CD'>whole</span> <u>composed</u> an <span style='color:#006400'>army</span>.,whole,army,-1,1,0,1,0,0,1,0,-1,1,0,-1,0.5,0,1,0
compose,the <span style='color:#0000CD'>whole</span> <u>composed</u> an <span style='color:#006400'>army</span>.,whole,army,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
compose,an <span style='color:#0000CD'>author</span> <u>composed</u> a <span style='color:#006400'>work</span>.,author,work,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
compose,an <span style='color:#0000CD'>author</span> <u>composed</u> a <span style='color:#006400'>work</span>.,author,work,-1,1,0,1,0,1,0.5,0.5,-1,-1,1,1,1,1,0.5,0.5
compose,a <span style='color:#0000CD'>writer</span> has <u>composed</u> a <span style='color:#006400'>comedy</span>.,writer,comedy,-1,1,0,1,0,1,0,0,-1,-1,1,1,1,0,1,1
compose,a <span style='color:#0000CD'>writer</span> has <u>composed</u> a <span style='color:#006400'>comedy</span>.,writer,comedy,-1,1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
compose,a <span style='color:#0000CD'>writer</span> has <u>composed</u> a <span style='color:#006400'>comedy</span>.,writer,comedy,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,0.5,0,0.5
compose,a <span style='color:#0000CD'>poet</span> <u>composed</u> an <span style='color:#006400'>elegy</span>.,poet,elegy,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0,0,0,0
compose,a <span style='color:#0000CD'>poet</span> <u>composed</u> an <span style='color:#006400'>elegy</span>.,poet,elegy,-1,1,0,1,0,0.5,1,1,-1,1,1,1,1,0.5,1,1
compose,a <span style='color:#0000CD'>poet</span> <u>composed</u> an <span style='color:#006400'>elegy</span>.,poet,elegy,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
depend,a <span style='color:#0000CD'>man</span> <u>depends</u> <span style='color:#006400'>day</span>.,man,day,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
depend,a <span style='color:#0000CD'>man</span> <u>depends</u> <span style='color:#006400'>day</span>.,man,day,-1,1,0,1,1,0,0.5,0.5,-1,1,0.5,1,0,0,0.5,0
depend,a <span style='color:#0000CD'>man</span> <u>depends</u> <span style='color:#006400'>day</span>.,man,day,-1,-1,0,1,0,0,0,0,-1,1,0.5,1,0.5,0,0,0
depend,<span style='color:#0000CD'>man</span> <u>depends</u> the <span style='color:#006400'>success</span>.,man,success,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,1,0,0,0
depend,<span style='color:#0000CD'>man</span> <u>depends</u> the <span style='color:#006400'>success</span>.,man,success,1,-1,0,-1,0.5,0,0.5,0.5,1,-1,0.5,-1,0.5,0.5,0,0.5
depend,the <span style='color:#0000CD'>range</span> <u>depends</u> a <span style='color:#006400'>deal</span>.,range,deal,1,-1,0,-1,0.5,0,0,0.5,1,-1,0,1,1,0,0.5,0
depend,the <span style='color:#0000CD'>range</span> <u>depends</u> a <span style='color:#006400'>deal</span>.,range,deal,1,-1,0,-1,0,-0.5,0,-0.5,-1,-1,-0.5,-1,-1,-0.5,-0.5,0
depend,the <span style='color:#0000CD'>kind</span> will <u>depend</u> a <span style='color:#006400'>deal</span>.,kind,deal,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
depend,the <span style='color:#0000CD'>kind</span> will <u>depend</u> a <span style='color:#006400'>deal</span>.,kind,deal,-1,1,1,1,1,0.5,1,1,-1,1,1,1,0.5,0.5,0.5,0.5
depend,the <span style='color:#0000CD'>success</span> <u>depends</u> <span style='color:#006400'>operation</span>.,success,operation,-1,-1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0
depend,the <span style='color:#0000CD'>success</span> <u>depends</u> <span style='color:#006400'>operation</span>.,success,operation,-1,1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0
depend,the <span style='color:#0000CD'>success</span> <u>depends</u> <span style='color:#006400'>operation</span>.,success,operation,-1,-1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0
depend,the <span style='color:#0000CD'>choice</span> <u>depends</u> a <span style='color:#006400'>lot</span>.,choice,lot,-1,-1,0,-1,0,-0.5,-0.5,-0.5,-1,-1,0,1,0,-0.5,0,0
depend,the <span style='color:#0000CD'>choice</span> <u>depends</u> a <span style='color:#006400'>lot</span>.,choice,lot,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
depend,the <span style='color:#0000CD'>choice</span> <u>depends</u> a <span style='color:#006400'>lot</span>.,choice,lot,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
calculate,the <span style='color:#0000CD'>reader</span> <u>calculate</u> the <span style='color:#006400'>term</span>.,reader,term,-1,1,0,1,0,0,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
calculate,the <span style='color:#0000CD'>reader</span> <u>calculate</u> the <span style='color:#006400'>term</span>.,reader,term,1,1,-0.5,-1,0,0,-0.5,0,-1,1,0,-1,-0.5,-0.5,0,0.5
calculate,the <span style='color:#0000CD'>company</span> <u>calculates</u> <span style='color:#006400'>depreciation</span>.,company,depreciation,-1,-1,0,-1,0,0,0,0,-1,-1,-1,1,-1,0,-1,0
calculate,the <span style='color:#0000CD'>company</span> <u>calculates</u> <span style='color:#006400'>depreciation</span>.,company,depreciation,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
calculate,the <span style='color:#0000CD'>company</span> <u>calculates</u> <span style='color:#006400'>depreciation</span>.,company,depreciation,-1,-1,0,-1,0,0,-1,0,1,-1,-0.5,1,-1,0,-0.5,0
calculate,the <span style='color:#0000CD'>engineer</span> <u>calculates</u> the <span style='color:#006400'>time</span>.,engineer,time,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
calculate,the <span style='color:#0000CD'>astronomer</span> <u>calculates</u> the <span style='color:#006400'>motion</span>.,astronomer,motion,-1,-1,0,1,0,0,0,1,-1,-1,0,1,1,0,0,0.5
calculate,the <span style='color:#0000CD'>astronomer</span> <u>calculates</u> the <span style='color:#006400'>motion</span>.,astronomer,motion,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
calculate,the <span style='color:#0000CD'>author</span> <u>calculated</u> the <span style='color:#006400'>value</span>.,author,value,-1,-1,0,-1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
calculate,the <span style='color:#0000CD'>author</span> <u>calculated</u> the <span style='color:#006400'>value</span>.,author,value,-1,1,0,1,0.5,0,0.5,0.5,-1,-1,0.5,1,0,0,0.5,0.5
calculate,a <span style='color:#0000CD'>man</span> <u>calculates</u> the <span style='color:#006400'>price</span>.,man,price,-1,-1,0,1,0,0,0,0,-1,1,1,1,1,0,0,0
calculate,a <span style='color:#0000CD'>man</span> <u>calculates</u> the <span style='color:#006400'>price</span>.,man,price,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
calculate,a <span style='color:#0000CD'>man</span> <u>calculates</u> the <span style='color:#006400'>price</span>.,man,price,-1,-1,0,1,0,0,-0.5,0.5,-1,-1,0,1,-0.5,0,-0.5,0.5
calculate,a <span style='color:#0000CD'>man</span> <u>calculates</u> the <span style='color:#006400'>price</span>.,man,price,-1,-1,0,-1,0,0,0,0.5,-1,-1,0,1,-0.5,0,0,0.5
calculate,the <span style='color:#0000CD'>firm</span> will <u>calculate</u> the <span style='color:#006400'>profit</span>.,firm,profit,-1,-1,0,1,0,0,1,0,-1,-1,0.5,1,1,-0.5,0.5,0.5
uphold,the <span style='color:#0000CD'>judge</span> <u>upheld</u> the <span style='color:#006400'>verdict</span>.,judge,verdict,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
uphold,the <span style='color:#0000CD'>judge</span> <u>upheld</u> the <span style='color:#006400'>verdict</span>.,judge,verdict,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
uphold,the <span style='color:#0000CD'>judge</span> <u>upheld</u> the <span style='color:#006400'>verdict</span>.,judge,verdict,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
uphold,the <span style='color:#0000CD'>judge</span> <u>upheld</u> the <span style='color:#006400'>claim</span>.,judge,claim,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,1,1,1,0.5,0.5,0.5
uphold,the <span style='color:#0000CD'>judge</span> <u>upheld</u> the <span style='color:#006400'>claim</span>.,judge,claim,-1,-1,0.5,1,0,0,0,0,1,1,0,1,0,0.5,0.5,0.5
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>use</span>.,court,use,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>use</span>.,court,use,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>use</span>.,court,use,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>discharge</span>.,court,discharge,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>validity</span>.,court,validity,-1,1,0,1,0,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>validity</span>.,court,validity,-1,1,0,1,0,0,1,0.5,-1,-1,0,1,0,0,1,0.5
uphold,the <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>standard</span>.,court,standard,-1,1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0.5,0,0.5
uphold,the <span style='color:#0000CD'>court</span> <u>upheld</u> the <span style='color:#006400'>standard</span>.,court,standard,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> a <span style='color:#006400'>statute</span>.,court,statute,-1,1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0.5
uphold,a <span style='color:#0000CD'>court</span> <u>upheld</u> a <span style='color:#006400'>statute</span>.,court,statute,-1,1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
handle,the <span style='color:#0000CD'>police</span> <u>handled</u> the <span style='color:#006400'>case</span>.,police,case,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
handle,the <span style='color:#0000CD'>boy</span> will <u>handle</u> a <span style='color:#006400'>tool</span>.,boy,tool,-1,-1,0,1,0,0,0,0,-1,-1,0.5,-1,0.5,0,0,0
handle,the <span style='color:#0000CD'>boy</span> will <u>handle</u> a <span style='color:#006400'>tool</span>.,boy,tool,-1,-1,0,1,0,0.5,0,0.5,-1,-1,0.5,1,0.5,0.5,0,0.5
handle,the <span style='color:#0000CD'>server</span> will <u>handle</u> the <span style='color:#006400'>traffic</span>.,server,traffic,1,1,0,-1,0,0,0,0,-1,-1,-0.5,-1,-0.5,0,0,0
handle,the <span style='color:#0000CD'>server</span> will <u>handle</u> the <span style='color:#006400'>traffic</span>.,server,traffic,-1,1,0,-1,0,0.5,-0.5,0.5,-1,-1,0.5,1,-0.5,0.5,-0.5,0.5
handle,the <span style='color:#0000CD'>server</span> will <u>handle</u> the <span style='color:#006400'>traffic</span>.,server,traffic,1,-1,0,1,0,0.5,0.5,0,-1,1,0.5,1,0,0,0,0.5
handle,the <span style='color:#0000CD'>firm</span> <u>handles</u> a <span style='color:#006400'>range</span>.,firm,range,-1,1,0,1,0,0.5,0,1,-1,1,0,1,1,1,0.5,1
handle,the <span style='color:#0000CD'>father</span> has <u>handled</u> a <span style='color:#006400'>paddle</span>.,father,paddle,-1,-1,0,-1,0,0,-0.5,-0.5,-1,-1,0,-1,0,0,0,-0.5
handle,a <span style='color:#0000CD'>woman</span> will <u>handle</u> the <span style='color:#006400'>job</span>.,woman,job,-1,1,0,1,0,0.5,0,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
handle,a <span style='color:#0000CD'>woman</span> will <u>handle</u> the <span style='color:#006400'>job</span>.,woman,job,-1,1,0,1,0,-0.5,0,0,1,-1,-0.5,-1,-0.5,0.5,0.5,-1
handle,a <span style='color:#0000CD'>woman</span> will <u>handle</u> the <span style='color:#006400'>job</span>.,woman,job,-1,-1,0,1,0,0.5,0,0.5,-1,-1,0.5,1,1,0,0,0.5
handle,every <span style='color:#0000CD'>man</span> will <u>handle</u> <span style='color:#006400'>them</span>.,man,them,-1,1,0,1,0.5,0,0,0,-1,-1,0.5,1,0.5,0,0,0
handle,every <span style='color:#0000CD'>man</span> will <u>handle</u> <span style='color:#006400'>them</span>.,man,them,1,-1,-0.5,1,-0.5,-0.5,0,0,-1,-1,-0.5,1,-0.5,0,0,0
handle,every <span style='color:#0000CD'>man</span> will <u>handle</u> <span style='color:#006400'>them</span>.,man,them,-1,1,0,1,0.5,0.5,1,1,-1,-1,1,1,-0.5,0.5,1,1
handle,a <span style='color:#0000CD'>child</span> will <u>handle</u> <span style='color:#006400'>him</span>.,child,him,-1,1,1,1,1,1,0.5,1,-1,-1,1,1,1,1,1,1
spin,the <span style='color:#0000CD'>man</span> <u>spun</u> the <span style='color:#006400'>straw</span>.,man,straw,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0.5,0.5
spin,the <span style='color:#0000CD'>man</span> <u>spun</u> the <span style='color:#006400'>straw</span>.,man,straw,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0.5,0.5
spin,a <span style='color:#0000CD'>woman</span> will <u>spin</u> <span style='color:#006400'>yarn</span>.,woman,yarn,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
spin,a <span style='color:#0000CD'>woman</span> will <u>spin</u> <span style='color:#006400'>yarn</span>.,woman,yarn,-1,1,1,1,0.5,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0,0
spin,the <span style='color:#0000CD'>man</span> <u>spun</u> <span style='color:#006400'>her</span>.,man,her,-1,1,-0.5,1,1,0,0,0,-1,-1,0,1,1,0,0,0
spin,the <span style='color:#0000CD'>man</span> <u>spun</u> <span style='color:#006400'>her</span>.,man,her,-1,1,1,1,1,0,0,0,-1,-1,1,1,1,0,0,0
spin,an <span style='color:#0000CD'>poet</span> <u>spins</u> out a <span style='color:#006400'>tale</span>.,poet,tale,-1,-1,0,1,0,0,1,0.5,-1,-1,1,1,1,0.5,0.5,0.5
spin,an <span style='color:#0000CD'>poet</span> <u>spins</u> out a <span style='color:#006400'>tale</span>.,poet,tale,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0
spin,an <span style='color:#0000CD'>poet</span> <u>spins</u> out a <span style='color:#006400'>tale</span>.,poet,tale,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
spin,the <span style='color:#0000CD'>wife</span> <u>spins</u> <span style='color:#006400'>thread</span>.,wife,thread,-1,1,0,1,0,0.5,0,0.5,-1,1,0.5,1,0.5,0.5,0,0.5
spin,the <span style='color:#0000CD'>wife</span> <u>spins</u> <span style='color:#006400'>thread</span>.,wife,thread,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
spin,the <span style='color:#0000CD'>wife</span> <u>spins</u> <span style='color:#006400'>thread</span>.,wife,thread,-1,1,0,1,0,0.5,0,0.5,-1,1,1,1,1,0.5,0,0.5
spin,the <span style='color:#0000CD'>author</span> <u>spins</u> a <span style='color:#006400'>tale</span>.,author,tale,-1,-1,0,1,0,0.5,0.5,0,-1,1,1,1,0.5,1,0,1
spin,the <span style='color:#0000CD'>author</span> <u>spins</u> a <span style='color:#006400'>tale</span>.,author,tale,-1,-1,0,1,0,0,0,0.5,-1,-1,0.5,1,0.5,0.5,0,0.5
spin,the <span style='color:#0000CD'>author</span> <u>spins</u> a <span style='color:#006400'>tale</span>.,author,tale,-1,1,0,1,0,1,0.5,0,-1,1,1,1,1,0.5,0.5,0.5
send,the <span style='color:#0000CD'>admiral</span> <u>sent</u> a <span style='color:#006400'>party</span>.,admiral,party,1,-1,-0.5,1,-1,0.5,-0.5,0.5,-1,1,-1,1,0,0.5,0.5,-0.5
send,the <span style='color:#0000CD'>admiral</span> <u>sent</u> a <span style='color:#006400'>party</span>.,admiral,party,1,1,0,1,1,0,1,1,-1,-1,0,1,1,0,1,1
send,the <span style='color:#0000CD'>admiral</span> <u>sent</u> a <span style='color:#006400'>party</span>.,admiral,party,-1,-1,-0.5,1,-0.5,0,0.5,1,-1,1,0,1,0,0.5,0.5,0.5
send,the <span style='color:#0000CD'>ambassador</span> <u>sent</u> a <span style='color:#006400'>copy</span>.,ambassador,copy,-1,-1,0,-1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
send,the <span style='color:#0000CD'>ambassador</span> <u>sent</u> a <span style='color:#006400'>copy</span>.,ambassador,copy,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0.5,0,0,0
send,the <span style='color:#0000CD'>ambassador</span> <u>sent</u> a <span style='color:#006400'>copy</span>.,ambassador,copy,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0.5,0,0,0
send,the <span style='color:#0000CD'>lieutenant</span> <u>sent</u> a <span style='color:#006400'>party</span>.,lieutenant,party,-1,-1,0.5,1,0,0,0.5,0.5,-1,1,0.5,1,0.5,0,0.5,0.5
send,the <span style='color:#0000CD'>lieutenant</span> <u>sent</u> a <span style='color:#006400'>party</span>.,lieutenant,party,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,1,1,1,0.5,0.5,0.5
